# scripts/openapi-op-catalog.tsv — the ONE hand-written input of the published
# OpenAPI operation descriptions.
#
# Format: <METHOD>\t<spec path>\t<description>.
#
# A row belongs here ONLY for an operation whose description cannot come from the
# code: an operation of the stable document (core/api/openapi.go builds those by hand,
# there is no handler seam to read), or a module route whose handler does not document
# itself in a form that can be published. scripts/openapi-op-descriptions names both
# cases, one line per operation, when it fails.
#
# This file does NOT decide which operations exist. A row for an operation that is not
# published is red; an operation with no row and no publishable doc comment is red; and
# a row for a module route whose handler HAS since been documented is red too, so one
# description never has two sources.
#
# The right fix for a module route is usually not a row here: it is a doc comment on
# the handler, which then reaches this document for free and cannot drift from the code
# it sits next to.

GET	/v1/m/models/owned-models/{id}	Returns one owned model with its full detail.
GET	/v1/m/reporting/branding	Returns the tenant report branding, and answers 501 when no branding store is wired.
GET	/v1/m/reporting/enterprise/bundle	Builds the evidence bundle, and answers 501 when the report engine is not configured.
GET	/v1/m/reporting/enterprise/posture	Builds the posture report, and answers 501 when the report engine is not configured.
GET	/v1/m/reporting/enterprise/risk	Builds the risk summary, and answers 501 when the report engine is not configured.
GET	/v1/m/reporting/reports	Lists the report types this engine can generate, each with its available formats.
GET	/v1/m/reporting/reports/{type}	Generates one report type in the requested format and locale over the requested window; an unavailable renderer answers 501.
GET	/v1/m/reporting/schedules	Lists the report schedules of the tenant, and answers 501 when report scheduling is not wired.
GET	/v1/m/reporting/schedules/{id}/runs	Lists the recorded runs of one report schedule, metadata only; the artifact downloads through the run route.
GET	/v1/m/reporting/schedules/{id}/runs/{rid}	Returns one recorded run of a report schedule, with its artifact when the run produced one.
GET	/v1/m/reporting/templates/{type}	Returns the tenant custom template for one report type, or 404 when none has been authored.
GET	/v1/m/sandbox/runs/{id}/stream	Streams one sandbox run as server-sent events; a missing run answers 404 before any stream opens, and the open is recorded in the audit ledger.
GET	/v1/m/security/integrity/verify	Verifies the audit ledger integrity and returns the result; the verification is itself recorded in the ledger.
GET	/v1/m/sessions/decisions	Lists the recorded work decisions with keyset paging, narrowed by the allowlisted filters, which combine with AND.
GET	/v1/m/sessions/decisions/{id}	Returns one recorded work decision by id.
GET	/v1/m/sessions/leases	Lists the work leases with keyset paging, narrowed by the allowlisted filters, which combine with AND.
GET	/v1/m/sessions/runs	Lists the session runs newest first, optionally narrowed by state or by the provider session a run drives.
GET	/v1/m/sessions/runs/{ref}	Returns one session run by reference.
GET	/v1/m/sessions/runs/{ref}/events	Lists the events of one session run in sequence order.
GET	/v1/m/sessions/templates	Lists the session templates, optionally narrowed to built-in ones and optionally including archived ones.
GET	/v1/m/sessions/templates/{id}	Returns one session template with its full detail.
GET	/v1/m/sessions/work-items	Lists the work items with keyset paging, narrowed by the allowlisted filters, which combine with AND; any other query parameter is refused.
GET	/v1/m/sessions/work-items/{id}	Returns one work item with its data, and its version as a strong ETag for a later conditional write.
GET	/v1/m/sessions/work-items/{id}/acceptance	Lists the acceptance criteria of one work item with keyset paging.
GET	/v1/m/sessions/work-items/{id}/dependencies	Lists the dependency edges of one work item with keyset paging.
GET	/v1/m/sessions/work-items/{id}/events	Lists the recorded events of one work item with keyset paging.
GET	/v1/m/sessions/work-items/{id}/lease	Returns the lease of one work item, with the PARENT work item version as the ETag a lease mutation must send back.
GET	/v1/m/sessions/work-stream	Streams work events as server-sent events, resuming strictly after the cursor query parameter or the Last-Event-ID header; the two must agree when both are sent.
GET	/v1/m/sessions/workspaces	Lists the session workspaces of the tenant.
GET	/v1/m/sessions/workspaces/{ref}	Returns one session workspace by reference.
GET	/v1/m/sessions/workspaces/{ref}/files	Lists the files of a workspace under an optional path prefix, with paging.
GET	/v1/m/sessions/workspaces/{ref}/files/raw	Reads the content of one workspace file named by the path query parameter.
GET	/v1/m/sessions/workspaces/{ref}/files/stat	Returns the metadata of one workspace entry named by the path query parameter, without its content.
GET	/v1/m/sourcescope/resources	Lists the discovered resources, optionally filtered by kind, workspace, parent or subtree; a malformed id is refused before any store read.
PATCH	/v1/m/sessions/work-items/{id}	Updates one work item as a validate, plan or apply command.
PATCH	/v1/m/sessions/work-items/{id}/acceptance/{criterion_id}	Updates or evaluates one acceptance criterion of a work item as a validate, plan or apply command.
POST	/v1/m/capabilities/toolpins/approve	Approves one tool pin; the call requires an Idempotency-Key header and the version the caller expects, and answers 501 when no pin verifier is wired.
POST	/v1/m/capabilities/toolpins/unpin	Removes one tool pin; the call requires an Idempotency-Key header and the version the caller expects, and answers 501 when no pin verifier is wired.
POST	/v1/m/catalog/entries/{id}/admit	Runs the admission decision for one catalog entry, dispatching on the entry kind; an entry of any other kind is refused.
POST	/v1/m/compliance/data-subjects/{id}/erase	Opens an erasure request for one data subject, optionally narrowed by subject kind and tied to a case reference.
POST	/v1/m/compliance/holds/{id}/release	Releases one legal hold under dual control; the approval gate runs before any store write.
POST	/v1/m/compliance/nis2/incidents/classify	Classifies an operator incident against the NIS 2 significance thresholds; the operator reference is required and is refused rather than truncated when it is too long.
POST	/v1/m/compliance/risk/{id}/review	Records a review of one risk entry, setting its tier to one of unacceptable, high, limited or minimal.
POST	/v1/m/deploy/definitions/{id}/plan	Plans one deployment definition through its executor and records the resulting plan, without applying it.
POST	/v1/m/evals/gate/{id}/override	Overrides one eval gate verdict; a written reason is required.
POST	/v1/m/finops/budgets	Creates a budget from the posted document.
POST	/v1/m/finops/cost-centers	Creates a cost center from the posted document, defaulting its status to active.
POST	/v1/m/finops/cost-centers/{id}/mappings	Creates one mapping that attributes spend to a cost center.
POST	/v1/m/finops/statements/generate	Generates the chargeback statements for one monthly or weekly period starting at the posted RFC3339 instant.
POST	/v1/m/governance/agentcore-export/apply	Applies a previously planned AgentCore export; the plan hash is required and must still reproduce.
POST	/v1/m/governance/agentcore-export/plan	Plans an AgentCore export for the requested enforcement mode, without applying it.
POST	/v1/m/governance/approvals/{id}/consume	Consumes one single-use approval on behalf of a named consumer; the consumer id is required and rides the immutable audit trail.
POST	/v1/m/governance/breakglass/consume	Consumes one break-glass grant for a named action and subject; both ride the immutable use trail.
POST	/v1/m/governance/killswitch	Engages a stop across the estate or over one named agent scope.
POST	/v1/m/governance/nhi/{ref}/offboard/finalize	Finalizes the offboarding of one non-human identity.
POST	/v1/m/governance/pdp/dry-run	Evaluates an authorization request against an unpublished candidate policy; the route is separate from explain so a console can label the intent.
POST	/v1/m/governance/rbac/grants	Creates one scoped RBAC grant from the posted document.
POST	/v1/m/governance/rbac/permission-groups	Creates one permission group; the caller must be a tenant admin and every permission is validated.
POST	/v1/m/governance/rbac/roles	Creates one custom role; the caller must be a tenant admin, and a built-in role name is refused.
POST	/v1/m/health/incidents/{id}/resolve	Resolves one open incident manually.
POST	/v1/m/inferenceproxy/device/approve	Approves or denies one device authorization by its user code; an expired or consumed code answers 410.
POST	/v1/m/knowledge/data-products	Creates one data product from the posted document; the name must be free.
POST	/v1/m/knowledge/data-products/{id}/archive	Moves one data product to the archived state.
POST	/v1/m/knowledge/data-products/{id}/contracts	Creates one data contract version for a data product.
POST	/v1/m/knowledge/data-products/{id}/deprecate	Moves one data product to the deprecated state.
POST	/v1/m/knowledge/data-products/{id}/publish	Moves one data product to the published state.
POST	/v1/m/knowledge/data-products/{id}/validate	Validates a posted payload or metadata document against the active contract of one data product.
POST	/v1/m/knowledge/kbs/{id}/query	Runs one retrieval query against a knowledge base and returns the ranked passages.
POST	/v1/m/knowledge/memory/verify	Verifies the integrity of the stored agent memory, optionally narrowed by agent_ref; the verification is recorded in the audit ledger.
POST	/v1/m/models/agent-artifacts	Registers one agent artifact from the posted document.
POST	/v1/m/models/datasets	Registers one dataset; an owned_ref, when set, must resolve.
POST	/v1/m/models/finetune-jobs	Creates one fine-tune job; a result version, when set, must already exist.
POST	/v1/m/models/inference-deployments	Creates one inference deployment; its model and version references must resolve, and the admission policy can refuse it.
POST	/v1/m/models/model-access	Creates one model-access rule; its subject and target references are validated.
POST	/v1/m/models/model-groups	Creates one model group from the posted document.
POST	/v1/m/models/model-versions	Creates one model version; the owned model it belongs to must exist in the same tenant.
POST	/v1/m/models/owned-models	Creates one owned model from the posted document.
POST	/v1/m/orchestration/schedules/{id}/fire	Fires one schedule out of band; an empty body requests approval first, and a body carries the approved run.
POST	/v1/m/orchestration/workflows/{id}/run	Starts one run of a workflow, optionally with the posted inputs.
POST	/v1/m/reporting/schedules	Creates one report schedule, and answers 501 when report scheduling is not wired.
POST	/v1/m/sessions/decisions	Records a work decision as a validate, plan or apply command.
POST	/v1/m/sessions/decisions/{id}/revoke	Revokes one recorded work decision as a validate, plan or apply command.
POST	/v1/m/sessions/runs	Creates one session run from the posted parameters, and answers 503 when the runtime is not available.
POST	/v1/m/sessions/runs/{ref}/cleanup	Cleans up the resources of one finished session run.
POST	/v1/m/sessions/runs/{ref}/input	Sends one input line or message to a live session run.
POST	/v1/m/sessions/runs/{ref}/resume	Resumes one suspended session run.
POST	/v1/m/sessions/runs/{ref}/stop	Stops one session run; a fenced stop carries the lease fence, and a reason without a fence is refused.
POST	/v1/m/sessions/templates	Creates one session template; an unknown key in the body is refused rather than dropped, so a misspelled policy key cannot silently govern nothing.
POST	/v1/m/sessions/templates/{id}/apply	Resolves one session template into the run parameters it would produce, without starting a run.
POST	/v1/m/sessions/templates/{id}/duplicate	Duplicates one session template under a new name, which is required.
POST	/v1/m/sessions/work-events/{event_id}/replay	Replays one dead-lettered work event as a validate, plan or apply command; a workspace-confined principal is refused because the receipt is anchored tenant-wide.
POST	/v1/m/sessions/work-items	Creates one work item as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/acceptance	Adds one acceptance criterion to a work item as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/assignments	Assigns one work item as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/dependencies	Adds one dependency edge to a work item as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/lease/acquire	Acquires the lease of one work item as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/lease/clock-rebase	Rebases the clock of one work item lease as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/lease/release	Releases the lease of one work item as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/lease/renew	Renews the lease of one work item as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/lease/revoke	Revokes the lease another holder has on one work item, as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/lease/takeover	Takes over the lease of one work item from its current holder, as a validate, plan or apply command.
POST	/v1/m/sessions/work-items/{id}/transitions	Transitions one work item to another status as a validate, plan or apply command.
POST	/v1/m/sessions/workspaces	Creates one session workspace from the posted parameters, and answers 503 when the workspace registry is not available.
POST	/v1/m/sessions/workspaces/{ref}/files/dir	Creates one directory in a workspace at the path query parameter.
POST	/v1/m/sessions/workspaces/{ref}/files/move	Moves one workspace entry from the posted source path to the posted destination path.
POST	/v1/m/sourcescope/posture-requests/{id}/approve	Approves one pending posture relaxation and applies it.
POST	/v1/m/voice/sessions/open	Opens one voice session; session, agent, model and provider references are all required, and an engaged stop freezes the call.
PUT	/v1/m/compliance/nis2/incidents/{id}	Updates one NIS2 incident, moving it to one of the early_warning, notification, intermediate or final phases.
PUT	/v1/m/finops/budgets/{id}	Replaces one budget with the posted document; the name is required.
PUT	/v1/m/finops/cost-centers/{id}	Replaces one cost center with the posted document.
PUT	/v1/m/governance/rbac/permission-groups/{name}	Replaces one permission group; the caller must be a tenant admin and every permission is validated.
PUT	/v1/m/governance/rbac/roles/{name}	Replaces one custom role; the caller must be a tenant admin, and the base role and its exclusions are validated together.
PUT	/v1/m/knowledge/data-products/{id}	Replaces one data product with the posted document.
PUT	/v1/m/models/inference-deployments/{id}	Replaces one inference deployment; its references must resolve, and the admission policy can refuse it.
PUT	/v1/m/models/model-access/{id}	Replaces one model-access rule; its subject and target references are validated.
PUT	/v1/m/models/model-groups/{id}	Replaces one model group with the posted document.
PUT	/v1/m/models/owned-models/{id}	Replaces one owned model with the posted document.
PUT	/v1/m/reporting/branding	Replaces the tenant report branding, and answers 501 when no branding store is wired.
PUT	/v1/m/reporting/templates/{type}	Replaces the tenant custom template for one report type; a body over the size ceiling is refused with 413.
PUT	/v1/m/sessions/templates/{id}	Replaces one session template; an unknown key in the body is refused rather than dropped, and a built-in template is refused.
PUT	/v1/m/sessions/workspaces/{ref}/files/raw	Writes the request body as the content of one workspace file named by the path query parameter; a body over the size ceiling is refused with 413.
PUT	/v1/m/sourcescope/guard-postures	Sets the retrieval guard posture of one source; a downgrade to public_only is queued as a posture request for approval instead of being applied.
GET	/healthz	Answers 200 while the process is alive. It is unauthenticated, exempt from the first-run setup gate, and exposes nothing beyond liveness.
GET	/livez	Answers 200 while the process can serve. It runs no dependency check on purpose: a failing dependency must not trigger a liveness restart loop, which is what readiness is for.
GET	/metrics	Serves the Prometheus text exposition of structural engine counters and gauges: request rates, in-flight requests, ingest throughput, Go runtime and store reachability. It is unauthenticated and setup-exempt, and carries no tenant data, no credentials and no per-record detail.
GET	/openapi.json	Returns this document, the stable REST contract of the engine. It is served without authentication and before first-run setup so client code generation can fetch it from a fresh install.
GET	/pod-readyz	Answers 200 when the process serves and the store is reachable, WITHOUT consulting leadership, so a hot standby is Ready to its orchestrator and a rolling update can progress. It answers 503 only when the store is down.
GET	/readyz	Answers 200 when the store is reachable AND this node is the active writer, so a load balancer drains a standby or a wedged instance. The store ping carries a short timeout, and a pending first-run setup is reported without failing readiness.
GET	/status	Returns the unauthenticated status summary: the same store and leader signals readiness probes use, enriched with the connector fleet aggregate when one is available. No tenant data is exposed.
GET	/v1/access-edges	Lists the recorded access edges of the resolved tenant, the read and read-write map between principals and resources. The read is recorded in the audit ledger.
GET	/v1/agents	Lists the agents of the resolved tenant, with cursor paging.
POST	/v1/agents	Creates one agent in the resolved tenant from the posted document.
DELETE	/v1/agents/{id}	Deletes one agent of the resolved tenant by id.
GET	/v1/agents/{id}	Returns one agent of the resolved tenant by id.
PATCH	/v1/agents/{id}	Updates the mutable fields of one agent from the posted document.
GET	/v1/audit	Reads a page of the tenant evidence ledger. Paging is keyset by SEQUENCE, not a cursor, and the page runs FORWARDS from ?from in ascending sequence order — oldest first. The response carries head_seq, the chain tip, which is what a caller pairs with ?from to address the newest events.
GET	/v1/audit/export	Streams the tenant ledger in the requested format, carrying the chain-integrity fields so an external archive or SIEM holds an independently verifiable copy. The export is itself recorded in the ledger.
GET	/v1/audit/pubkey	Returns the Ed25519 checkpoint verification key in PEM form, so an external party can verify exported checkpoints offline.
GET	/v1/audit/system	Reads the system-tenant evidence ledger, which records the cross-tenant operations. Superadmin only.
GET	/v1/audit/verify	Verifies the ledger chain structurally and verifies every signed checkpoint against the engine key. The verification is not itself recorded, so it does not grow the chain it inspects.
POST	/v1/auth/login	Exchanges an email and password for a session token.
POST	/v1/auth/logout	Revokes the calling session. It applies to session principals only, never to an API token.
POST	/v1/auth/refresh	Rotates the calling session credential and extends its expiry, returning a fresh token; the old one stops working. It applies to session principals only, and an API token is reissued rather than refreshed.
GET	/v1/auth/whoami	Returns the calling principal, its tenant grants, and the effective permission set it holds in each of them.
GET	/v1/connectors/health	Returns per-connector health metrics and the fleet summary, compositing the live source roster status with the connector catalog metadata.
GET	/v1/console/bus	Returns the privileged event-bus snapshot: subscribers, saturation, loss counters and the bridge state when one is configured.
GET	/v1/console/config/effective	Returns the live effective configuration of the deployment with every secret-bearing value redacted.
DELETE	/v1/console/connectors	Removes one configured connector instance.
GET	/v1/console/connectors	Lists the connector types this build offers, each with the configuration fields it accepts.
PUT	/v1/console/connectors	Onboards a connector instance, or replaces the configuration of an existing one.
POST	/v1/console/connectors/test	Tests connectivity for a candidate connector configuration without persisting it.
GET	/v1/console/health-summary	Returns the deployment health snapshot the console dashboard renders: readiness, the connector catalog size, the configured, running and failed connector counts, the user count and the SSO state.
GET	/v1/console/keys	Returns the non-secret custody inventory of the signing keys and sealers resolved at boot. No key material is returned.
DELETE	/v1/console/license	Removes the installed license and reverts the deployment to the community build.
GET	/v1/console/license	Returns the current license status and the entitlements it grants.
POST	/v1/console/license	Installs a commercial license from the posted document.
DELETE	/v1/console/secrets	Deletes one sealed secret by the name carried in the body.
GET	/v1/console/secrets	Lists the sealed secrets by name with a non-secret hint for each. A stored value is never returned.
